state_code,district_code,sub_district_code,level,area_name,noofvillages,total_population,male_population,female_population
9,194,985,SUB-DISTRICT,Mariahu ,652,771872,373763,398109
9,194,986,SUB-DISTRICT,Kerakat,421,644747,314239,330508
9,195,0,DISTRICT,Ghazipur,2740,3345908,1711651,1634257
9,195,987,SUB-DISTRICT,Jakhania,505,535437,268385,267052
9,195,988,SUB-DISTRICT,Saidpur,582,579132,289895,289237
9,195,989,SUB-DISTRICT,Ghazipur,539,706640,366174,340466
9,195,990,SUB-DISTRICT,Mohammadabad ,833,856497,440295,416202
9,195,991,SUB-DISTRICT,Zamania,281,668202,346902,321300
9,196,0,DISTRICT,Chandauli,1425,1710203,890630,819573
9,196,992,SUB-DISTRICT,Sakaldiha,456,683952,354200,329752
9,196,993,SUB-DISTRICT,Chandauli,438,616921,322888,294033
9,196,994,SUB-DISTRICT,Chakia,531,409330,213542,195788
9,197,0,DISTRICT,Varanasi,1258,2079790,1076526,1003264
9,197,995,SUB-DISTRICT,Pindra,423,615915,312099,303816
9,197,996,SUB-DISTRICT,Varanasi,835,1463875,764427,699448
9,198,0,DISTRICT,Sant Ravidas Nagar (Bhadohi),1087,1348911,686589,662322
9,198,997,SUB-DISTRICT,Bhadohi,382,435345,218566,216779
9,198,998,SUB-DISTRICT,Gyanpur,385,524069,267338,256731
9,198,999,SUB-DISTRICT,Aurai,320,389497,200685,188812
9,199,0,DISTRICT,Mirzapur,1745,2149403,1127138,1022265
9,199,1000,SUB-DISTRICT,Mirzapur,611,897280,472862,424418
9,199,1001,SUB-DISTRICT,Lalganj,387,367080,192739,174341
9,199,1002,SUB-DISTRICT,Marihan,211,241128,125523,115605
9,199,1003,SUB-DISTRICT,Chunar,536,643915,336014,307901
9,200,0,DISTRICT,Sonbhadra,1391,1548217,803345,744872
9,200,1004,SUB-DISTRICT,Ghorawal,342,283255,146964,136291
9,200,1005,SUB-DISTRICT,Robertsganj,770,776300,403074,373226
9,200,1006,SUB-DISTRICT,Dudhi,279,488662,253307,235355
9,201,0,DISTRICT,Etah,853,1506338,805589,700749
9,201,1007,SUB-DISTRICT,Aliganj ,232,433338,232603,200735
9,201,1008,SUB-DISTRICT,Etah,471,770556,410994,359562
9,201,1009,SUB-DISTRICT,Jalesar ,150,302444,161992,140452
9,202,0,DISTRICT,Kanshiram Nagar,650,1148512,612556,535956
9,202,1010,SUB-DISTRICT,Kasganj,224,417870,222591,195279
9,202,1011,SUB-DISTRICT,Sahawar,168,282458,150085,132373
9,202,1012,SUB-DISTRICT,Patiyali,258,448184,239880,208304
10,0,0,STATE,BIHAR,39073,92341436,48073850,44267586
10,203,0,DISTRICT,Pashchim Champaran,1365,3541877,1853809,1688068
10,203,1013,SUB-DISTRICT,Sidhaw,159,309874,160227,149647
10,203,1014,SUB-DISTRICT,Ramnagar,125,200691,104019,96672
10,203,1015,SUB-DISTRICT,Gaunaha,156,208169,108318,99851
10,203,1016,SUB-DISTRICT,Mainatanr,93,190744,99593,91151
10,203,1017,SUB-DISTRICT,Narkatiaganj,148,328335,171258,157077
10,203,1018,SUB-DISTRICT,Lauriya,93,230162,120402,109760
10,203,1019,SUB-DISTRICT,Bagaha,121,285366,149841,135525
10,203,1020,SUB-DISTRICT,Piprasi,3,38592,20321,18271
10,203,1021,SUB-DISTRICT,Madhubani,21,89608,46879,42729
10,203,1022,SUB-DISTRICT,Bhitaha,21,66203,34659,31544
10,203,1023,SUB-DISTRICT,Thakrahan,10,52766,27783,24983
10,203,1024,SUB-DISTRICT,Jogapatti,102,243516,128193,115323
10,203,1025,SUB-DISTRICT,Chanpatia,71,270653,142113,128540
10,203,1026,SUB-DISTRICT,Sikta,60,189496,99815,89681
10,203,1027,SUB-DISTRICT,Majhaulia,75,329347,172296,157051
10,203,1028,SUB-DISTRICT,Bettiah,14,75545,39588,35957
10,203,1029,SUB-DISTRICT,Bairia,51,199235,105473,93762
10,203,1030,SUB-DISTRICT,Nautan,42,233575,123031,110544
10,204,0,DISTRICT,Purba Champaran,1252,4698028,2468181,2229847
10,204,1031,SUB-DISTRICT,Raxaul,41,176492,92921,83571
10,204,1032,SUB-DISTRICT,Adapur,60,203513,107913,95600
10,204,1033,SUB-DISTRICT,Ramgarhwa,43,200998,106637,94361
10,204,1034,SUB-DISTRICT,Sugauli,46,191992,101093,90899
10,204,1035,SUB-DISTRICT,Banjaria,30,162684,86088,76596
10,204,1036,SUB-DISTRICT,Narkatia,51,170758,89659,81099
10,204,1037,SUB-DISTRICT,Bankatwa,20,116863,60983,55880
10,204,1038,SUB-DISTRICT,Ghorasahan,26,174864,92262,82602
10,204,1039,SUB-DISTRICT,Dhaka,61,276081,144833,131248
10,204,1040,SUB-DISTRICT,Chiraia,41,276809,146459,130350
10,204,1041,SUB-DISTRICT,Motihari,68,237818,126392,111426
10,204,1042,SUB-DISTRICT,Turkaulia,33,180366,94136,86230
10,204,1043,SUB-DISTRICT,Harsidhi,61,222551,116865,105686
10,204,1044,SUB-DISTRICT,Paharpur,55,183018,95945,87073
10,204,1045,SUB-DISTRICT,Areraj,42,137909,73041,64868
10,204,1046,SUB-DISTRICT,Sangrampur,23,144071,74950,69121
10,204,1047,SUB-DISTRICT,Kesaria,41,175595,92003,83592
10,204,1048,SUB-DISTRICT,Kalyanpur,97,267568,137739,129829
10,204,1049,SUB-DISTRICT,Kotwa,44,168788,89046,79742
10,204,1050,SUB-DISTRICT,Piprakothi,20,77089,40837,36252
10,204,1051,SUB-DISTRICT,Chakia(Pipra),76,195590,101014,94576
10,204,1052,SUB-DISTRICT,Pakri Dayal,20,116634,60240,56394
10,204,1053,SUB-DISTRICT,Patahi,37,166445,87494,78951
10,204,1054,SUB-DISTRICT,Phenhara,26,80329,42706,37623
10,204,1055,SUB-DISTRICT,Madhuban,54,143250,75400,67850
10,204,1056,SUB-DISTRICT,Tetaria,46,102808,54212,48596
10,204,1057,SUB-DISTRICT,Mehsi,90,147145,77313,69832
10,205,0,DISTRICT,Sheohar,191,628130,331792,296338
10,205,1058,SUB-DISTRICT,Purnahiya,26,91949,48630,43319
10,205,1059,SUB-DISTRICT,Piprarhi,23,117948,61680,56268
10,205,1060,SUB-DISTRICT,Sheohar,43,127142,67228,59914
10,205,1061,SUB-DISTRICT,Dumri Katsari,27,93398,49454,43944
10,205,1062,SUB-DISTRICT,Tariani Chowk,72,197693,104800,92893
10,206,0,DISTRICT,Sitamarhi,808,3233076,1701685,1531391
10,206,1063,SUB-DISTRICT,Bairgania,19,89259,47115,42144
10,206,1064,SUB-DISTRICT,Suppi,36,122239,64616,57623
10,206,1065,SUB-DISTRICT,Majorganj,27,102785,54031,48754
10,206,1066,SUB-DISTRICT,Sonbarsa,61,251248,131668,119580
10,206,1067,SUB-DISTRICT,Parihar,83,338222,177463,160759
10,206,1068,SUB-DISTRICT,Sursand,52,209945,109991,99954
10,206,1069,SUB-DISTRICT,Bathnaha,87,262527,138384,124143
10,206,1070,SUB-DISTRICT,Riga,39,206979,109257,97722
10,206,1071,SUB-DISTRICT,Parsauni,22,86016,45441,40575
10,206,1072,SUB-DISTRICT,Belsand,38,100340,52973,47367
10,206,1073,SUB-DISTRICT,Runisaidpur,100,372579,197632,174947
10,206,1074,SUB-DISTRICT,Dumra,73,326332,173053,153279
10,206,1075,SUB-DISTRICT,Bajpatti,56,215507,113078,102429
10,206,1076,SUB-DISTRICT,Charaut,17,79310,41740,37570
10,206,1077,SUB-DISTRICT,Pupri,44,156473,81631,74842
10,206,1078,SUB-DISTRICT,Nanpur,31,182429,94901,87528
10,206,1079,SUB-DISTRICT,Bokhara,23,130886,68711,62175
10,207,0,DISTRICT,Madhubani,1040,4325884,2244287,2081597
10,207,1080,SUB-DISTRICT,Madhwapur,41,134704,68909,65795
10,207,1081,SUB-DISTRICT,Harlakhi,43,196251,101522,94729
10,207,1082,SUB-DISTRICT,Basopatti,33,173499,90774,82725
10,207,1083,SUB-DISTRICT,Jainagar,21,171918,90713,81205
10,207,1084,SUB-DISTRICT,Ladania,28,175561,90896,84665
10,207,1085,SUB-DISTRICT,Laukaha,44,212127,108413,103714
10,207,1086,SUB-DISTRICT,Laukahi,64,208317,107031,101286
10,207,1087,SUB-DISTRICT,Phulparas,40,166018,86249,79769
10,207,1088,SUB-DISTRICT,Babubarhi,61,217331,111970,105361
10,207,1089,SUB-DISTRICT,Khajauli,32,143583,75209,68374
10,207,1090,SUB-DISTRICT,Kaluahi,18,117282,60713,56569
10,207,1091,SUB-DISTRICT,Benipatti,96,361400,188764,172636
10,207,1092,SUB-DISTRICT,Bisfi,52,320704,167767,152937
10,207,1093,SUB-DISTRICT,Madhubani,69,240786,125446,115340
10,207,1094,SUB-DISTRICT,Pandaul,63,270642,140092,130550
10,207,1095,SUB-DISTRICT,Rajnagar,62,238873,123675,115198
10,207,1096,SUB-DISTRICT,Andhratharhi,46,191680,100056,91624
10,207,1097,SUB-DISTRICT,Jhanjharpur,58,174930,90255,84675
10,207,1098,SUB-DISTRICT,Ghoghardiha,48,174831,89555,85276
10,207,1099,SUB-DISTRICT,Lakhnaur,38,167841,86959,80882
10,207,1100,SUB-DISTRICT,Madhepur,83,267606,139319,128287
10,208,0,DISTRICT,Supaul,526,2123518,1099495,1024023
10,208,1101,SUB-DISTRICT,Nirmali,21,78246,40148,38098
10,208,1102,SUB-DISTRICT,Basantpur,87,182075,94277,87798
10,208,1103,SUB-DISTRICT,Chhatapur,62,286456,148676,137780
10,208,1104,SUB-DISTRICT,Pratapganj,12,106884,55458,51426
10,208,1105,SUB-DISTRICT,Raghopur,58,215643,111153,104490
10,208,1106,SUB-DISTRICT,Saraigarh Bhaptiyahi,39,122772,63268,59504
10,208,1107,SUB-DISTRICT,Kishanpur,44,167669,86714,80955
10,208,1108,SUB-DISTRICT,Marauna,37,145136,74701,70435
10,208,1109,SUB-DISTRICT,Supaul,72,294761,153392,141369
10,208,1110,SUB-DISTRICT,Pipra,38,201399,104247,97152
10,208,1111,SUB-DISTRICT,Tribeniganj,56,322477,167461,155016
10,209,0,DISTRICT,Araria,716,2642792,1374254,1268538
10,209,1112,SUB-DISTRICT,Narpatganj,64,351773,183366,168407
10,209,1113,SUB-DISTRICT,Forbesganj,105,396364,206539,189825
10,209,1114,SUB-DISTRICT,Bhargama,55,230835,120475,110360
10,209,1115,SUB-DISTRICT,Raniganj,87,398977,207079,191898
10,209,1116,SUB-DISTRICT,Araria,81,386508,200411,186097
10,209,1117,SUB-DISTRICT,Kursakatta,68,149231,78008,71223
10,209,1118,SUB-DISTRICT,Sikti,54,158543,81644,76899
10,209,1119,SUB-DISTRICT,Palasi,104,248369,128843,119526
10,209,1120,SUB-DISTRICT,Jokihat,98,322192,167889,154303
10,210,0,DISTRICT,Kishanganj,732,1529277,783318,745959
10,210,1121,SUB-DISTRICT,Terhagachh,78,141039,72740,68299
10,210,1122,SUB-DISTRICT,Dighalbank,80,208356,106454,101902
10,210,1123,SUB-DISTRICT,Thakurganj,119,273323,140547,132776
10,210,1124,SUB-DISTRICT,Pothia,141,262494,135774,126720
10,210,1125,SUB-DISTRICT,Bahadurganj,103,216589,106895,109694
10,210,1126,SUB-DISTRICT,Kochadhamin,143,292124,151357,140767
10,210,1127,SUB-DISTRICT,Kishanganj,68,135352,69551,65801
10,211,0,DISTRICT,Purnia,1113,2921614,1519522,1402092
10,211,1128,SUB-DISTRICT,Banmankhi,81,321079,167938,153141
10,211,1129,SUB-DISTRICT,Barhara,53,209000,109302,99698
10,211,1130,SUB-DISTRICT,Bhawanipur,66,161720,84098,77622
10,211,1131,SUB-DISTRICT,Rupauli,44,234686,122633,112053
10,211,1132,SUB-DISTRICT,Dhamdaha,72,288084,150332,137752
10,211,1133,SUB-DISTRICT,Krityanand Nagar,68,230504,119494,111010
10,211,1134,SUB-DISTRICT,Purnia East,77,163078,84356,78722
10,211,1135,SUB-DISTRICT,Kasba,59,157920,81518,76402
10,211,1136,SUB-DISTRICT,Srinagar,27,110058,57071,52987
10,211,1137,SUB-DISTRICT,Jalalgarh,46,112951,58460,54491
10,211,1138,SUB-DISTRICT,Amour,150,290559,151531,139028
10,211,1139,SUB-DISTRICT,Baisa,118,193127,100187,92940
10,211,1140,SUB-DISTRICT,Baisi,112,227706,117648,110058
10,211,1141,SUB-DISTRICT,Dagarua,140,221142,114954,106188
10,212,0,DISTRICT,Katihar,1306,2797207,1455744,1341463
10,212,1142,SUB-DISTRICT,Falka,59,155663,80642,75021
10,212,1143,SUB-DISTRICT,Korha,72,282813,146408,136405
10,212,1144,SUB-DISTRICT,Hasanganj,39,55906,28994,26912
10,212,1145,SUB-DISTRICT,Kadwa,234,346902,180485,166417
10,212,1146,SUB-DISTRICT,Balrampur,130,158976,82192,76784
10,212,1147,SUB-DISTRICT,Barsoi,218,337778,175971,161807
10,212,1148,SUB-DISTRICT,Azamnagar,214,315610,164364,151246
10,212,1149,SUB-DISTRICT,Pranpur,76,144297,74979,69318
10,212,1150,SUB-DISTRICT,Dandkhora,47,68055,35321,32734
10,212,1151,SUB-DISTRICT,Katihar,26,80979,42093,38886
10,212,1152,SUB-DISTRICT,Mansahi,26,84257,43777,40480
10,212,1153,SUB-DISTRICT,Barari,48,285381,149773,135608
10,212,1154,SUB-DISTRICT,Sameli,23,84486,44038,40448
10,212,1155,SUB-DISTRICT,Kursela,10,63928,33568,30360
10,212,1156,SUB-DISTRICT,Manihari,42,164778,86319,78459
10,212,1157,SUB-DISTRICT,Amdabad,42,167398,86820,80578
10,213,0,DISTRICT,Madhepura,380,1913301,1000760,912541
10,213,1158,SUB-DISTRICT,Gamharia,12,82522,42950,39572
10,213,1159,SUB-DISTRICT,Singheshwar,26,128861,67483,61378
10,213,1160,SUB-DISTRICT,Ghailarh,15,91818,47805,44013
10,213,1161,SUB-DISTRICT,Madhepura,44,191375,100292,91083
10,213,1162,SUB-DISTRICT,Shankarpur,9,106222,55157,51065
10,213,1163,SUB-DISTRICT,Kumarkhand,58,243629,127577,116052
10,213,1164,SUB-DISTRICT,Murliganj,35,185631,97180,88451
10,213,1165,SUB-DISTRICT,Gwalpara,50,126020,65271,60749
10,213,1166,SUB-DISTRICT,Bihariganj,23,135534,70615,64919
10,213,1167,SUB-DISTRICT,Kishanganj,38,189159,99033,90126
10,213,1168,SUB-DISTRICT,Puraini,22,104436,54688,49748
10,213,1169,SUB-DISTRICT,Alamnagar,28,175401,92171,83230
10,213,1170,SUB-DISTRICT,Chausa,20,152693,80538,72155
10,214,0,DISTRICT,Saharsa,445,1744121,913883,830238
10,214,1171,SUB-DISTRICT,Nauhatta,54,161784,84347,77437
10,214,1172,SUB-DISTRICT,Satar Kataiya,37,151060,79332,71728
10,214,1173,SUB-DISTRICT,Mahishi,73,206774,108437,98337
10,214,1174,SUB-DISTRICT,Kahara,37,141805,74224,67581
10,214,1175,SUB-DISTRICT,Saur Bazar,55,214166,111963,102203
10,214,1176,SUB-DISTRICT,Patarghat,15,128322,67197,61125
10,214,1177,SUB-DISTRICT,Sonbarsa,59,235841,123078,112763
10,214,1178,SUB-DISTRICT,Simri Bakhtiarpur,58,280582,147626,132956
10,214,1179,SUB-DISTRICT,Salkhua,39,132844,69953,62891
10,214,1180,SUB-DISTRICT,Banma Itahri,18,90943,47726,43217
10,215,0,DISTRICT,Darbhanga,1069,3554057,1858545,1695512
10,215,1181,SUB-DISTRICT,Jale,58,264248,136448,127800
10,215,1182,SUB-DISTRICT,Singhwara,87,267601,138285,129316
10,215,1183,SUB-DISTRICT,Keotiranway,96,270722,142147,128575
10,215,1184,SUB-DISTRICT,Darbhanga,106,273431,144391,129040
10,215,1185,SUB-DISTRICT,Manigachhi,42,228618,118772,109846
10,215,1186,SUB-DISTRICT,Tardih,38,123299,64000,59299
10,215,1187,SUB-DISTRICT,Alinagar,39,143797,74574,69223
10,215,1188,SUB-DISTRICT,Benipur,39,175040,91241,83799
10,215,1189,SUB-DISTRICT,Bahadurpur,126,257399,136138,121261
10,215,1190,SUB-DISTRICT,Hanumannagar,65,154631,82107,72524
10,215,1191,SUB-DISTRICT,Hayaghat,43,148081,78245,69836
10,215,1192,SUB-DISTRICT,Baheri,72,302645,159342,143303
10,215,1193,SUB-DISTRICT,Biraul,62,286113,149326,136787
10,215,1194,SUB-DISTRICT,Ghanshyampur,27,133210,69394,63816
10,215,1195,SUB-DISTRICT,Kiratpur,17,81423,42458,38965
10,215,1196,SUB-DISTRICT,Gora Bauram,46,152112,78823,73289
10,215,1197,SUB-DISTRICT,Kusheshwar Asthan,71,162870,84977,77893
10,215,1198,SUB-DISTRICT,Kusheshwar Asthan Purbi,35,128817,67877,60940
10,216,0,DISTRICT,Muzaffarpur,1719,4327625,2276812,2050813
10,216,1199,SUB-DISTRICT,Sahebganj,121,218214,114143,104071
10,216,1200,SUB-DISTRICT,Baruraj (Motipur),129,378223,199118,179105
10,216,1201,SUB-DISTRICT,Paroo,136,361662,190216,171446
10,216,1202,SUB-DISTRICT,Saraiya,150,331651,174162,157489
10,216,1203,SUB-DISTRICT,Marwan,62,164858,86600,78258
10,216,1204,SUB-DISTRICT,Kanti,105,233923,123025,110898
10,216,1205,SUB-DISTRICT,Minapur,152,340925,180765,160160
10,216,1206,SUB-DISTRICT,Bochaha,125,245659,129445,116214
10,216,1207,SUB-DISTRICT,Aurai,107,290545,153987,136558
10,216,1208,SUB-DISTRICT,Katra,76,244823,128296,116527
10,216,1209,SUB-DISTRICT,Gaighat,81,259719,136976,122743
10,216,1210,SUB-DISTRICT,Bandra,42,124057,63306,60751
10,216,1211,SUB-DISTRICT,Dholi (Moraul),36,90490,46967,43523
10,216,1212,SUB-DISTRICT,Musahri,111,300367,158081,142286
10,216,1213,SUB-DISTRICT,Kurhani,165,435676,230433,205243
10,216,1214,SUB-DISTRICT,Sakra,121,306833,161292,145541
10,217,0,DISTRICT,Gopalganj,1395,2399207,1184967,1214240
10,217,1215,SUB-DISTRICT,Katiya,101,110637,52338,58299
10,217,1216,SUB-DISTRICT,Bijaipur,125,133038,63841,69197
10,217,1217,SUB-DISTRICT,Bhorey,154,178199,86326,91873
10,217,1218,SUB-DISTRICT,Pach Deuri,94,99933,48924,51009
10,217,1219,SUB-DISTRICT,Kuchaikote,216,332041,165651,166390
10,217,1220,SUB-DISTRICT,Phulwaria,99,130801,64952,65849
10,217,1221,SUB-DISTRICT,Hathua,103,214648,106875,107773
10,217,1222,SUB-DISTRICT,Uchkagaon,75,151437,74446,76991
10,217,1223,SUB-DISTRICT,Thawe,49,116106,59014,57092
10,217,1224,SUB-DISTRICT,Gopalganj,60,152188,76980,75208
10,217,1225,SUB-DISTRICT,Manjha,104,199452,97285,102167
10,217,1226,SUB-DISTRICT,Barauli,75,221999,109742,112257
10,217,1227,SUB-DISTRICT,Sidhwalia,48,141563,70633,70930
10,217,1228,SUB-DISTRICT,Baikunthpur,92,217165,107960,109205
10,218,0,DISTRICT,Siwan,1435,3147551,1579685,1567866
10,218,1229,SUB-DISTRICT,Nautan,46,90714,45856,44858
10,218,1230,SUB-DISTRICT,Siwan,81,205917,105022,100895
10,218,1231,SUB-DISTRICT,Barharia,139,321292,164179,157113
10,218,1232,SUB-DISTRICT,Goriakothi,81,223709,111167,112542
10,218,1233,SUB-DISTRICT,Lakri Nabiganj,39,128899,63670,65229
10,218,1234,SUB-DISTRICT,Basantpur,41,105229,53733,51496
10,218,1235,SUB-DISTRICT,Bhagwanpur Hat,113,220651,111578,109073
10,218,1236,SUB-DISTRICT,Maharajganj,69,165935,81731,84204
10,218,1237,SUB-DISTRICT,Pachrukhi,81,201759,101688,100071
10,218,1238,SUB-DISTRICT,Hussainganj,45,182794,93003,89791
10,218,1239,SUB-DISTRICT,Ziradei,79,163752,81467,82285
10,218,1240,SUB-DISTRICT,Mairwa,52,89934,45747,44187
10,218,1241,SUB-DISTRICT,Guthani,98,128155,64275,63880
10,218,1242,SUB-DISTRICT,Darauli,98,174357,87634,86723
10,218,1243,SUB-DISTRICT,Andar,61,110027,54471,55556
10,218,1244,SUB-DISTRICT,Raghunathpur,99,157694,78000,79694
10,218,1245,SUB-DISTRICT,Hasanpura,60,149580,73069,76511
10,218,1246,SUB-DISTRICT,Daraundha,79,173200,85712,87488
10,218,1247,SUB-DISTRICT,Siswan,74,153953,77683,76270
10,219,0,DISTRICT,Saran,1570,3598660,1838119,1760541
10,219,1248,SUB-DISTRICT,Mashrakh,67,188899,95509,93390
10,219,1249,SUB-DISTRICT,Panapur,62,121738,61317,60421
10,219,1250,SUB-DISTRICT,Taraiya,72,138721,70235,68486
10,219,1251,SUB-DISTRICT,Ishupur,61,146822,73894,72928
10,219,1252,SUB-DISTRICT,Baniapur,108,262673,132071,130602
10,219,1253,SUB-DISTRICT,Lahladpur,36,79969,38558,41411
10,219,1254,SUB-DISTRICT,Ekma,92,214445,107972,106473
10,219,1255,SUB-DISTRICT,Manjhi,110,268073,136520,131553
10,219,1256,SUB-DISTRICT,Jalalpur,65,174156,88658,85498
10,219,1257,SUB-DISTRICT,Revelganj,41,80621,41968,38653
10,219,1258,SUB-DISTRICT,Chapra,92,228925,120698,108227
10,219,1259,SUB-DISTRICT,Nagra,59,124028,64086,59942
10,219,1260,SUB-DISTRICT,Marhaura,105,235191,119970,115221
10,219,1261,SUB-DISTRICT,Amnour,118,200395,101804,98591
10,219,1262,SUB-DISTRICT,Maker,39,84695,41623,43072
10,219,1263,SUB-DISTRICT,Parsa,85,155838,80884,74954
10,219,1264,SUB-DISTRICT,Dariapur,152,296164,152224,143940
10,219,1265,SUB-DISTRICT,Garkha,99,268156,136799,131357
10,219,1266,SUB-DISTRICT,Dighwara,34,96811,50404,46407
10,219,1267,SUB-DISTRICT,Sonepur,73,232340,122925,109415
10,220,0,DISTRICT,Vaishali,1422,3261942,1721221,1540721
10,220,1268,SUB-DISTRICT,Vaishali,114,187486,98441,89045
10,220,1269,SUB-DISTRICT,Paterhi Belsar,48,95669,49947,45722
10,220,1270,SUB-DISTRICT,Lalganj,92,228286,121388,106898
10,220,1271,SUB-DISTRICT,Bhagwanpur,99,207762,109864,97898
10,220,1272,SUB-DISTRICT,Goraul,86,177586,93127,84459
10,220,1273,SUB-DISTRICT,Chehra Kalan,49,131004,68517,62487
10,220,1274,SUB-DISTRICT,Patepur,138,370182,192661,177521
10,220,1275,SUB-DISTRICT,Mahua,128,284526,150128,134398
10,220,1276,SUB-DISTRICT,Jandaha,118,276217,146352,129865
10,220,1277,SUB-DISTRICT,Raja Pakar,68,158130,83583,74547
10,220,1278,SUB-DISTRICT,Hajipur,178,296288,157378,138910
10,220,1279,SUB-DISTRICT,Raghopur,53,232909,125023,107886
10,220,1280,SUB-DISTRICT,Bidupur,116,268849,143090,125759
10,220,1281,SUB-DISTRICT,Desri,37,87606,46046,41560
10,220,1282,SUB-DISTRICT,Sahdai Buzurg,49,127396,66987,60409
10,220,1283,SUB-DISTRICT,Mahnar,49,132046,68689,63357
10,221,0,DISTRICT,Samastipur,1129,4113769,2152273,1961496
10,221,1284,SUB-DISTRICT,Kalyanpur,130,305116,157634,147482
10,221,1285,SUB-DISTRICT,Warisnagar,68,208496,109584,98912
10,221,1286,SUB-DISTRICT,Shivaji Nagar,68,193850,101771,92079
10,221,1287,SUB-DISTRICT,Khanpur,55,195729,102037,93692
10,221,1288,SUB-DISTRICT,Samastipur,88,266279,140727,125552
10,221,1289,SUB-DISTRICT,Pusa,37,132932,69662,63270
10,221,1290,SUB-DISTRICT,Tajpur,61,161626,85179,76447
10,221,1291,SUB-DISTRICT,Morwa,60,186075,97011,89064
10,221,1292,SUB-DISTRICT,Patori,49,179956,94760,85196
10,221,1293,SUB-DISTRICT,Mohanpur,19,115032,61140,53892
10,221,1294,SUB-DISTRICT,Mohiuddinagar,44,184521,97241,87280
10,221,1295,SUB-DISTRICT,Sarairanjan,55,254835,132000,122835
10,221,1296,SUB-DISTRICT,Vidyapati Nagar,35,152916,80391,72525
10,221,1297,SUB-DISTRICT,Dalsinghsarai,45,184956,96716,88240
10,221,1298,SUB-DISTRICT,Ujiarpur,61,297811,156349,141462
10,221,1299,SUB-DISTRICT,Bibhutpur,43,338149,176174,161975
10,221,1300,SUB-DISTRICT,Rosera,40,169469,88718,80751
10,221,1301,SUB-DISTRICT,Singhia,44,210035,109251,100784
10,221,1302,SUB-DISTRICT,Hasanpur,76,227421,119193,108228
10,221,1303,SUB-DISTRICT,Bithan,51,148565,76735,71830
10,222,0,DISTRICT,Begusarai,694,2400718,1266308,1134410
10,222,1304,SUB-DISTRICT,Khudabandpur,21,90358,47074,43284
10,222,1305,SUB-DISTRICT,Chhorahi,35,124191,64686,59505
10,222,1306,SUB-DISTRICT,Garhpura,32,111108,58422,52686
10,222,1307,SUB-DISTRICT,Cheria Bariarpur,27,146680,76665,70015
10,222,1308,SUB-DISTRICT,Bhagwanpur,92,172676,91222,81454
10,222,1309,SUB-DISTRICT,Mansurchak,36,75151,38911,36240
10,222,1310,SUB-DISTRICT,Bachhwara,56,195815,103183,92632
10,222,1311,SUB-DISTRICT,Teghra,40,129857,68568,61289
10,222,1312,SUB-DISTRICT,Barauni,59,185821,98353,87468
10,222,1313,SUB-DISTRICT,Birpur,27,97467,51630,45837
10,222,1314,SUB-DISTRICT,Begusarai,56,278625,148102,130523
10,222,1315,SUB-DISTRICT,Naokothi,27,103357,53739,49618
10,222,1316,SUB-DISTRICT,Bakhri,51,100054,52292,47762
10,222,1317,SUB-DISTRICT,Dandari,18,77256,40526,36730
10,222,1318,SUB-DISTRICT,Sahebpur Kamal,31,194172,103675,90497
10,222,1319,SUB-DISTRICT,Balia,45,134628,71815,62813
10,222,1320,SUB-DISTRICT,Matihani,34,152725,81287,71438
10,222,1321,SUB-DISTRICT,Shamho Akha Kurha,7,30777,16158,14619
10,223,0,DISTRICT,Khagaria,245,1579727,837281,742446
10,223,1322,SUB-DISTRICT,Alauli,44,282127,147972,134155
10,223,1323,SUB-DISTRICT,Khagaria,46,331952,176129,155823
10,223,1324,SUB-DISTRICT,Mansi,10,88511,47321,41190
10,223,1325,SUB-DISTRICT,Chautham,28,153831,81649,72182
10,223,1326,SUB-DISTRICT,Beldaur,29,200223,105197,95026
10,223,1327,SUB-DISTRICT,Gogri,42,279017,148875,130142
10,223,1328,SUB-DISTRICT,Parbatta,46,244066,130138,113928
10,224,0,DISTRICT,Bhagalpur,966,2435234,1295386,1139848
10,224,1329,SUB-DISTRICT,Narayanpur,15,106701,57127,49574
10,224,1330,SUB-DISTRICT,Bihpur,23,123386,65664,57722
10,224,1331,SUB-DISTRICT,Kharik,21,132898,70873,62025
10,224,1332,SUB-DISTRICT,Naugachhia,12,105359,55994,49365
10,224,1333,SUB-DISTRICT,Rangra Chowk,9,90284,48240,42044
10,224,1334,SUB-DISTRICT,Gopalpur,9,94952,50606,44346
10,224,1335,SUB-DISTRICT,Pirpainti,92,285357,152550,132807
10,224,1336,SUB-DISTRICT,Colgong,147,329788,176176,153612
10,224,1337,SUB-DISTRICT,Ismailpur,8,43440,23285,20155
10,224,1338,SUB-DISTRICT,Sabour,46,130230,69275,60955
10,224,1339,SUB-DISTRICT,Nathnagar,91,145696,77339,68357
10,224,1340,SUB-DISTRICT,Sultanganj,74,195109,103041,92068
10,224,1341,SUB-DISTRICT,Shahkund,107,188078,100033,88045
10,224,1342,SUB-DISTRICT,Goradih,84,146210,77684,68526
10,224,1343,SUB-DISTRICT,Jagdishpur,91,125349,66237,59112
10,224,1344,SUB-DISTRICT,Sonhaula,137,192397,101262,91135
10,225,0,DISTRICT,Banka,1702,1963450,1029097,934353
10,225,1345,SUB-DISTRICT,Shambhuganj,132,173974,92351,81623
10,225,1346,SUB-DISTRICT,Amarpur,123,201351,105705,95646
10,225,1347,SUB-DISTRICT,Rajaun,166,197601,103596,94005
